infector,contactee,lambda,infector_index,contactee_index,unique_contact_probability,seed,matrix_index
P039,P046,0.008177844375058722,38,45,0.008144496771500753,123,0
P040,P046,0.033497644674233364,39,45,0.03294281103656449,123,0
P041,P046,0.015088826472815285,40,45,0.014975560529638887,123,0
P042,P046,0.003975821973198094,41,45,0.00396792885702324,123,0
P043,P046,0.018446677454169818,42,45,0.01827757886505288,123,0
P044,P046,0.05388743750149989,43,45,0.0524612421707773,123,0
P045,P046,12.0,44,45,0.9999938557876467,123,0
P046,P046,0.0,45,45,0.0,123,0
P047,P046,0.4268072137739295,46,45,0.34741064966053503,123,0
P048,P046,0.04257651219282157,47,45,0.0416828602299566,123,0
P049,P046,0.07703624612439224,48,45,0.07414370570411077,123,0
P050,P046,0.33948715630487597,49,45,0.2878645566981043,123,0
P051,P046,0.007209712904231967,50,45,0.007183785271831833,123,0
P052,P046,0.009467230070274158,51,45,0.00942255693577132,123,0
P053,P046,0.18272781898994075,52,45,0.16700514973556213,123,0
P054,P046,0.012201667026180226,53,45,0.012127528531170273,123,0
P055,P046,0.028453104866097083,54,45,0.028052127296940954,123,0
P056,P046,0.08528216265825869,55,45,0.081746848905762,123,0
P057,P046,0.0703902038350817,56,45,0.06796993276492658,123,0
P058,P046,0.1916275470684178,57,45,0.17438568629481155,123,0
P059,P046,0.14216260799619332,58,45,0.1325198141981364,123,0
P060,P046,0.08453533728825306,59,45,0.08106081801568654,123,0
P061,P046,0.012522874467484504,60,45,0.012444789564035608,123,0
P062,P046,0.0672025901304889,61,45,0.06499424079089422,123,0
P063,P046,0.04179708963916116,62,45,0.04093563507341891,123,0
P064,P046,0.009628286449328661,63,45,0.009582082905241984,123,0
P065,P046,0.12580844599181404,64,45,0.11821626018345399,123,0
P066,P046,0.06461467807241995,65,45,0.06257139440779658,123,0
P067,P046,0.02892711296786115,66,45,0.028512729289932315,123,0
P068,P046,0.02179329099543727,67,45,0.021557532982715233,123,0
P069,P046,0.007855238015638382,68,45,0.007824466259369611,123,0
P070,P046,0.03381208507549955,69,45,0.03324684508431053,123,0
P071,P046,0.044600172306067574,70,45,0.04362020747422535,123,0
P072,P046,0.011719662329670727,71,45,0.011651254586451776,123,0
P073,P046,0.09848317349315808,72,45,0.09378905914942037,123,0
P074,P046,0.008661558857719128,73,45,0.008624155624799235,123,0
P075,P046,0.002192714102164425,74,45,0.0021903118607278227,123,0
P076,P046,0.08647592434571819,75,45,0.08284237031108721,123,0
P077,P046,0.02147504799275577,76,45,0.021246100961158088,123,0
P078,P046,0.02766259172397236,77,45,0.027283485959597398,123,0
P079,P046,0.008661558857719128,78,45,0.008624155624799235,123,0
P080,P046,0.002030455615951329,79,45,0.0020283956354160138,123,0
P081,P046,0.09863051387000243,80,45,0.09392257077487765,123,0
P082,P046,0.010754955390652396,81,45,0.010697327637589571,123,0
P083,P046,0.16109501028388074,82,45,0.14878880655202464,123,0
P084,P046,0.06064369512086634,83,45,0.058841480585917316,123,0
P085,P046,0.020041699826784908,84,45,0.01984219995592651,123,0
P086,P046,0.008822745037085923,85,45,0.008783938831702365,123,0
P087,P046,0.01604936354600302,86,45,0.015921258759930113,123,0
P088,P046,0.010594080381223777,87,45,0.01053816075820213,123,0
P089,P046,0.2809519266468179,88,45,0.24493536690349094,123,0
P090,P046,0.03365487723396214,89,45,0.03309485196058426,123,0
P091,P046,0.09242344988690962,90,45,0.08828099951417634,123,0
P092,P046,0.007209712904231967,91,45,0.007183785271831833,123,0
P093,P046,0.03365487723396214,92,45,0.03309485196058426,123,0
P094,P046,0.09567957366995167,93,45,0.09124484149828438,123,0
P095,P046,0.022906344611991758,94,45,0.022645986043538735,123,0
P096,P046,0.08109273849703182,95,45,0.07789182744680068,123,0
P097,P046,0.008983905239655343,96,45,0.008943670541367243,123,0
P098,P046,0.0008939084349887026,97,45,0.0008935090178665561,123,0
P099,P046,0.033497644674233364,98,45,0.03294281103656449,123,0
P100,P046,0.012522874467484504,99,45,0.012444789564035608,123,0
P101,P046,0.045688141580146974,100,45,0.044660153485610254,123,0
P102,P046,0.005594074694464619,101,45,0.005578456994385528,123,0
P103,P046,0.060184488422653684,102,45,0.058409195043110484,123,0
P104,P046,0.5640191387204584,103,45,0.4310820972857774,123,0
P105,P046,0.027029730965850228,104,45,0.026667697015307357,123,0
P106,P046,0.028611132532853183,105,45,0.028205709816009672,123,0
P107,P046,0.03679434792131895,106,45,0.03612566227086955,123,0
P108,P046,0.006079040296537829,107,45,0.0060606003157910315,123,0
P109,P046,0.04273232383011852,108,45,0.04183216556049785,123,0
P110,P046,0.0047852756765293745,109,45,0.0047738444859474205,123,0
P111,P046,0.018127367460682588,110,45,0.017964055032171355,123,0
P112,P046,0.10260052007168347,111,45,0.09751257290758697,123,0
P113,P046,0.01604936354600302,112,45,0.015921258759930113,123,0
P114,P046,0.05018287537756415,113,45,0.04894451603423644,123,0
P115,P046,0.0,114,45,0.0,123,0
P116,P046,0.0,115,45,0.0,123,0
P117,P046,0.0,116,45,0.0,123,0
P118,P046,0.0,117,45,0.0,123,0
P119,P046,0.0,118,45,0.0,123,0
P120,P046,0.0,119,45,0.0,123,0
C001,P046,0.024176890728772226,120,45,0.02388697085952929,123,0
C002,P046,0.01892545135286884,121,45,0.01874748943662552,123,0
C003,P046,0.03491184850916873,122,45,0.03430946043361749,123,0
C004,P046,0.06415729167667633,123,45,0.06214252924554897,123,0
C005,P046,0.1563780242439369,124,45,0.1447641706220666,123,0
C006,P046,0.02131588850387717,125,45,0.02109031059342037,123,0
C007,P046,0.06841811757192495,126,45,0.06613007549014038,123,0
C008,P046,0.05018287537756415,127,45,0.04894451603423644,123,0
C009,P046,0.04894496531781256,128,45,0.04776646587361999,123,0
C010,P046,0.018765885521330336,129,45,0.01859090257120377,123,0
C011,P046,0.012843978767697233,130,45,0.012761846881845784,123,0
C012,P046,0.011719662329670727,131,45,0.011651254586451776,123,0
C013,P046,0.012683439506087265,132,45,0.012603343675057554,123,0
C014,P046,0.038516864773350055,133,45,0.037784522942954646,123,0
C015,P046,0.06094971581106072,134,45,0.05912945050098739,123,0
C016,P046,0.0388297311294425,135,45,0.03808552070454552,123,0
C017,P046,0.01604936354600302,136,45,0.015921258759930113,123,0
C018,P046,0.19751699863291622,137,45,0.17923381139400774,123,0
C019,P046,0.1461043287162289,138,45,0.13593244857635933,123,0
C020,P046,0.019244506652489796,139,45,0.019060513311768612,123,0
C021,P046,0.011880356377503733,140,45,0.011810063586850661,123,0
C022,P046,0.031923957864270804,141,45,0.03141976781161304,123,0
C023,P046,0.10582372718356885,142,45,0.10041679383386204,123,0
C024,P046,0.039142499630792825,143,45,0.03838633021034066,123,0
C025,P046,0.04925458652688716,144,45,0.048061251933414484,123,0
C026,P046,0.02242947332603523,145,45,0.022179802832209217,123,0
C027,P046,0.04428910640798941,146,45,0.043322664059754046,123,0
C028,P046,0.15045032945974876,147,45,0.1396795384717312,123,0
C029,P046,0.02179329099543727,148,45,0.021557532982715233,123,0
C030,P046,0.0320814380341022,149,45,0.03157228798130707,123,0
C031,P046,0.03601040379178659,150,45,0.035369742381433755,123,0
C032,P046,0.037107753574882246,151,45,0.03642769860521877,123,0
C033,P046,0.006079040296537829,152,45,0.0060606003157910315,123,0
C034,P046,0.0033277869243214537,153,45,0.0033222559783855354,123,0
C035,P046,0.012522874467484504,154,45,0.012444789564035608,123,0
C036,P046,0.03302579860813804,155,45,0.032486401237146634,123,0
C037,P046,0.04909978790551145,156,45,0.04791388172152111,123,0
C038,P046,0.01620936339619787,157,45,0.016078698615595965,123,0
C039,P046,0.11947977145181338,158,45,0.11261804191380498,123,0
C040,P046,0.024018160717481463,159,45,0.0237320201300526,123,0
C041,P046,0.02829505222265047,160,45,0.027898496225789327,123,0
C042,P046,0.026079688233019503,161,45,0.025742550339374226,123,0
C043,P046,0.031923957864270804,162,45,0.03141976781161304,123,0
C044,P046,0.05742481111518934,163,45,0.055807119472712996,123,0
C045,P046,0.059112185361751585,164,45,0.05739898281080147,123,0
C046,P046,0.011076627788015306,165,45,0.011015507822290882,123,0
C047,P046,0.14131592833873619,166,45,0.1317850253500812,123,0
C048,P046,0.008822745037085923,167,45,0.008783938831702365,123,0
C049,P046,0.03003225888365819,168,45,0.02958577143612051,123,0
C050,P046,0.020997493510726398,169,45,0.020778581025633236,123,0
C051,P046,0.009306147747884026,170,45,0.009262979568533836,123,0
C052,P046,0.025604328184143522,171,45,0.02527931717793963,123,0
C053,P046,0.012843978767697233,172,45,0.012761846881845784,123,0
C054,P046,0.029874455652390556,173,45,0.02943262485198994,123,0
C055,P046,0.041953022757430694,174,45,0.041085173311178225,123,0
C056,P046,0.133805625792104,175,45,0.12523992112296534,123,0
C057,P046,0.038516864773350055,176,45,0.037784522942954646,123,0
C058,P046,0.014768442309736124,177,45,0.014659923739172132,123,0
C059,P046,0.018606294224473793,178,45,0.018434265721991805,123,0
C060,P046,0.0320814380341022,179,45,0.03157228798130707,123,0
C061,P046,0.030505519221293995,180,45,0.030044921344287157,123,0
C062,P046,0.0,181,45,0.0,123,0
C063,P046,0.0,182,45,0.0,123,0
C064,P046,0.0,183,45,0.0,123,0
C065,P046,0.0,184,45,0.0,123,0
C066,P046,0.0,185,45,0.0,123,0
P001,P047,0.6981713690632558,0,46,0.5025057941894421,123,0
P002,P047,0.9459331576718298,1,46,0.6116829592465158,123,0
P003,P047,0.5865387985262082,2,46,0.4437507526193807,123,0
P004,P047,0.05023525309346556,3,46,0.048994328843630086,123,0
P005,P047,0.21419016749699143,4,46,0.19280513180148062,123,0
P006,P047,1.4557768562722282,5,46,0.7667808842244986,123,0
P007,P047,0.07080765545124865,6,46,0.06835892902360252,123,0
P008,P047,0.3440054740570232,7,46,0.29107495265724515,123,0
P009,P047,1.1423459946291756,8,46,0.6809303924865087,123,0
P010,P047,0.19895269346962166,9,46,0.18041133568809586,123,0
P011,P047,0.28238063580793993,10,46,0.2460133644062129,123,0
P012,P047,0.4429765751634375,11,46,0.3578777514796523,123,0
P013,P047,1.335603757825695,12,46,0.7370006603977787,123,0
P014,P047,0.2488665315691419,13,46,0.22031597035556516,123,0
P015,P047,0.33956865041799,14,46,0.2879225891797883,123,0
P016,P047,0.34178952291098885,15,46,0.2895022675329797,123,0
P017,P047,2.1502798492958743,16,46,0.8835484356751969,123,0
P018,P047,2.1252442453941796,17,46,0.8805961991235474,123,0
P019,P047,0.9495639199720571,18,46,0.613090289731382,123,0
P020,P047,0.595185277517642,19,46,0.4485396168088298,123,0
P021,P047,0.8153028816130717,20,46,0.5574947196509167,123,0
P022,P047,1.333960066400265,21,46,0.736568015168161,123,0
P023,P047,0.1860750005775704,22,46,0.16978867368211037,123,0
P024,P047,1.1058223960819826,23,46,0.6690613923157743,123,0
P025,P047,0.13283890456558167,24,46,0.12439386310136669,123,0
P026,P047,0.2439857788265353,25,46,0.21650122354435586,123,0
P027,P047,0.9188969670901861,26,46,0.6010411367734272,123,0
P028,P047,0.10792575365600275,27,46,0.10230575552810306,123,0
P029,P047,0.3830751751346036,28,46,0.31823835416397106,123,0
P030,P047,0.2464291329132998,29,46,0.21841325164971048,123,0
P031,P047,0.39155386779091034,30,46,0.323994365416292,123,0
P032,P047,0.001559947504929027,31,46,0.0015587314192454516,123,0
P033,P047,0.07080765545124865,32,46,0.06835892902360252,123,0
P034,P047,0.2316786482811693,33,46,0.20679902114671078,123,0
P035,P047,0.8936677477462419,34,46,0.590847670185863,123,0
P036,P047,0.41656696535159377,35,46,0.34069363936512487,123,0
P037,P047,0.4764921945765568,36,46,0.3790422250292099,123,0
P038,P047,0.7074482510638544,37,46,0.5070996479672684,123,0
P039,P047,0.1464159729137704,38,46,0.13620168825937284,123,0
P040,P047,0.5032740268842276,39,46,0.39545189074067777,123,0
P041,P047,0.25614328350904675,40,46,0.22596894503928933,123,0
P042,P047,0.0737123234125535,41,46,0.07106111062386333,123,0
P043,P047,0.30564974667300204,42,46,0.2633554135062093,123,0
P044,P047,0.7242355245465429,43,46,0.5153050352389532,123,0
P045,P047,0.5690182710245781,44,46,0.4339190959773649,123,0
P046,P047,0.4268072137739295,45,46,0.34741064966053503,123,0
P047,P047,0.0,46,46,0.0,123,0
P048,P047,0.6071661078628884,47,46,0.45510714929709506,123,0
P049,P047,0.9312768304997916,48,46,0.6059497463567556,123,0
P050,P047,2.170436933412118,49,46,0.8858722602076246,123,0
P051,P047,0.1301012294934199,50,46,0.1219934537361348,123,0
P052,P047,0.16776300021673793,51,46,0.15444579289656923,123,0
P053,P047,1.5789441754439852,52,46,0.7938073133811223,123,0
P054,P047,0.21166665760225556,53,46,0.19076559525160075,123,0
P055,P047,0.4409696452509301,54,46,0.3565877631064649,123,0
P056,P047,0.996755080099447,55,46,0.6309248806180443,123,0
P057,P047,0.8756207573788773,56,46,0.5833966701960496,123,0
P058,P047,1.6205571234007339,57,46,0.8022115242057817,123,0
P059,P047,1.369511504630357,58,46,0.7457688800506437,123,0
P060,P047,0.9909765454246305,59,46,0.6287859933777531,123,0
P061,P047,0.21670732531570283,60,46,0.19483441359245224,123,0
P062,P047,0.8479245005115182,61,46,0.57169704735417,123,0
P063,P047,0.59862304390034,62,46,0.45043215386155455,123,0
P064,P047,0.17039962030100114,63,46,0.15667226163543058,123,0
P065,P047,1.2737863762386243,64,46,0.7202297018481111,123,0
P066,P047,0.8249279434250594,65,46,0.5617334286847564,123,0
P067,P047,0.4469783919531982,66,46,0.3604422722811923,123,0
P068,P047,0.35282049827298656,67,46,0.2972966814836855,123,0
P069,P047,0.14100724581749785,68,46,0.13151698119458488,123,0
P070,P047,0.5070421157597138,69,46,0.3977255952951907,123,0
P071,P047,0.6290424235687802,70,46,0.4668979573783143,123,0
P072,P047,0.20405769283471245,71,46,0.1845846737914103,123,0
P073,P047,1.0943910121482066,72,46,0.6652566004475052,123,0
P074,P047,0.15447460414731257,73,46,0.14313474731048803,123,0
P075,P047,0.04128727932489647,74,46,0.04044656951339476,123,0
P076,P047,1.0059318382475326,75,46,0.6342963007139513,123,0
P077,P047,0.34842269921504804,76,46,0.29419952815424844,123,0
P078,P047,0.4308741308806232,77,46,0.3500592869083473,123,0
P079,P047,0.15447460414731257,78,46,0.14313474731048803,123,0
P080,P047,0.03828674001971,79,46,0.03756306786317776,123,0
P081,P047,1.095435645590938,80,46,0.6656061020151154,123,0
P082,P047,0.18866384013014056,81,46,0.17193517792429425,123,0
P083,P047,1.4716700019260582,82,46,0.7704581703744598,123,0
P084,P047,0.7887008644560864,83,46,0.5455652156577733,123,0
P085,P047,0.3283896958078803,84,46,0.2799176480525536,123,0
P086,P047,0.15714644743056677,85,46,0.14542110123071628,123,0
P087,P047,0.27053983502477474,86,46,0.23703249343866395,123,0
P088,P047,0.1860750005775704,87,46,0.16978867368211037,123,0
P089,P047,1.9781073228313688,88,46,0.8616691947422009,123,0
P090,P047,0.5051598461326424,89,46,0.39659088489560945,123,0
P091,P047,1.050593397197097,90,46,0.6502698413704293,123,0
P092,P047,0.1301012294934199,91,46,0.1219934537361348,123,0
P093,P047,0.5051598461326424,92,46,0.39659088489560945,123,0
P094,P047,1.0743327780842225,93,46,0.6584744473696296,123,0
P095,P047,0.3680622505242212,94,46,0.30792590162765876,123,0
P096,P047,0.9639565633953484,95,46,0.6186190609725182,123,0
P097,P047,0.1598111709858638,96,46,0.14769528636907114,123,0
P098,P047,0.017027027326557514,97,46,0.01688288675142957,123,0
P099,P047,0.5032740268842276,98,46,0.39545189074067777,123,0
P100,P047,0.21670732531570283,99,46,0.19483441359245224,123,0
P101,P047,0.6406267083266839,100,46,0.47303793098076186,123,0
P102,P047,0.10230418739616923,101,46,0.0972450967646955,123,0
P103,P047,0.7844350932898765,102,46,0.5436225603421299,123,0
P104,P047,2.7440642693273043,103,46,0.9356915518132135,123,0
P105,P047,0.42272368928866727,104,46,0.3447403366359526,123,0
P106,P047,0.4429765751634375,105,46,0.3578777514796523,123,0
P107,P047,0.5421481116998654,106,46,0.4185022124151454,123,0
P108,P047,0.11072473027545822,107,46,0.10481486761867276,123,0
P109,P047,0.608865997369259,108,46,0.4560326201141808,123,0
P110,P047,0.08811043875959179,109,46,0.08434025318754867,123,0
P111,P047,0.30103903911927204,110,46,0.25995111867378173,123,0
P112,P047,1.1232359862227221,111,46,0.6747743358014782,123,0
P113,P047,0.27053983502477474,112,46,0.23703249343866395,123,0
P114,P047,0.687238435165823,113,46,0.4970368817683448,123,0
P115,P047,0.0,114,46,0.0,123,0
P116,P047,0.0,115,46,0.0,123,0
P117,P047,0.0,116,46,0.0,123,0
P118,P047,0.0,117,46,0.0,123,0
P119,P047,0.0,118,46,0.0,123,0
P120,P047,0.0,119,46,0.0,123,0
C001,P047,0.3852015973387964,120,46,0.3196865270065198,123,0
C002,P047,0.31252619147903526,121,46,0.26840353289782604,123,0
C003,P047,0.520119724725566,122,46,0.40555062657849306,123,0
C004,P047,0.8208142555895284,123,46,0.5599268234643356,123,0
C005,P047,1.44700021024966,124,46,0.7647249938857613,123,0
C006,P047,0.34621652561881483,125,46,0.29264069088850975,123,0
C007,P047,0.8585661015684867,126,46,0.576230711003826,123,0
C008,P047,0.687238435165823,127,46,0.4970368817683448,123,0
C009,P047,0.6745955157078709,128,46,0.49063759196154677,123,0
C010,P047,0.31023929313288534,129,46,0.266728531598318,123,0
C011,P047,0.22172271207776773,130,46,0.19886252071460708,123,0
C012,P047,0.20405769283471245,131,46,0.1845846737914103,123,0
C013,P047,0.21921816295648647,132,46,0.19685351777172688,123,0
C014,P047,0.5619231954946414,133,46,0.4298884271661174,123,0
C015,P047,0.7915346359887521,134,46,0.5468511571204036,123,0
C016,P047,0.5654770257585082,135,46,0.43191091101666224,123,0
C017,P047,0.27053983502477474,136,46,0.23703249343866395,123,0
C018,P047,1.6473671772384861,137,46,0.8074437918024195,123,0
C019,P047,1.3914943169541996,138,46,0.7512966148669017,123,0
C020,P047,0.31708435800862406,139,46,0.2717306828149927,123,0
C021,P047,0.20660045277938277,140,46,0.18665544536791767,123,0
C022,P047,0.48421761615621495,141,46,0.3838209032054857,123,0
C023,P047,1.1453302588270322,142,46,0.6818811611148309,123,0
C024,P047,0.5690182710245781,143,46,0.4339190959773649,123,0
C025,P047,0.6777712624433718,144,46,0.4922526321294355,123,0
C026,P047,0.36155849633006365,145,46,0.30341015306593566,123,0
C027,P047,0.6257078292896565,146,46,0.46511731114041377,123,0
C028,P047,1.4152816936343402,147,46,0.7571428075128571,123,0
C029,P047,0.35282049827298656,148,46,0.2972966814836855,123,0
C030,P047,0.48613968210521175,149,46,0.3850041026080153,123,0
C031,P047,0.5330285152024198,150,46,0.4131749328292096,123,0
C032,P047,0.5457727902475422,151,46,0.42060613963788995,123,0
C033,P047,0.11072473027545822,152,46,0.10481486761867276,123,0
C034,P047,0.062042683274666256,153,46,0.060157229632165854,123,0
C035,P047,0.21670732531570283,154,46,0.19483441359245224,123,0
C036,P047,0.49759513689757184,155,46,0.392008961781966,123,0
C037,P047,0.6761846497460077,156,46,0.4914463942840487,123,0
C038,P047,0.27291923811368174,157,46,0.2388457425996997,123,0
C039,P047,1.2345926958836047,158,46,0.7090467553087141,123,0
C040,P047,0.3830751751346036,159,46,0.31823835416397106,123,0
C041,P047,0.4389586794696858,160,46,0.3552925812681339,123,0
C042,P047,0.41037210122504325,161,46,0.33659664899617303,123,0
C043,P047,0.48421761615621495,162,46,0.3838209032054857,123,0
C044,P047,0.7584511197594659,163,46,0.5316086524395011,123,0
C045,P047,0.7744102865268311,164,46,0.5390244556508604,123,0
C046,P047,0.1938214993043948,165,46,0.17619505909989042,123,0
C047,P047,1.3647373662687943,166,46,0.744552243623709,123,0
C048,P047,0.15714644743056677,167,46,0.14542110123071628,123,0
C049,P047,0.460859966194672,168,46,0.36925900372401954,123,0
C050,P047,0.34178952291098885,169,46,0.2895022675329797,123,0
C051,P047,0.1651194099853275,170,46,0.15220753684213928,123,0
C052,P047,0.40413862141376256,171,46,0.3324484220886579,123,0
C053,P047,0.22172271207776773,172,46,0.19886252071460708,123,0
C054,P047,0.458888643060196,173,46,0.3680143830344803,123,0
C055,P047,0.6003375053856898,174,46,0.45137355953486547,123,0
C056,P047,1.3215455008866912,175,46,0.7332772370084142,123,0
C057,P047,0.5619231954946414,176,46,0.4298884271661174,123,0
C058,P047,0.2512980037550195,177,46,0.22220944748606786,123,0
C059,P047,0.30794715289272123,178,46,0.2650458428160196,123,0
C060,P047,0.48613968210521175,179,46,0.3850041026080153,123,0
C061,P047,0.46675072561151737,180,46,0.3729636249583651,123,0
C062,P047,0.0,181,46,0.0,123,0
C063,P047,0.0,182,46,0.0,123,0
C064,P047,0.0,183,46,0.0,123,0
C065,P047,0.0,184,46,0.0,123,0
C066,P047,0.0,185,46,0.0,123,0
P001,P048,0.07929849148699612,0,47,0.07623585244542996,123,0
P002,P048,0.12106823372593772,1,47,0.1140264957429249,123,0
P003,P048,0.06314385834208042,2,47,0.06119159144694275,123,0
P004,P048,0.004200445776762348,3,47,0.0041916362433727095,123,0
P005,P048,0.01932776240133565,4,47,0.019142178763698947,123,0
P006,P048,0.2379364723406309,5,47,0.21174723464362244,123,0
P007,P048,0.005977136448181157,6,47,0.0059593089050252734,123,0
P008,P048,0.032996272000394795,7,47,0.03245783342087638,123,0
P009,P048,0.16072862823749567,8,47,0.1484768809145759,123,0
P010,P048,0.017825286896075362,9,47,0.017667356248239008,123,0
P011,P048,0.026309620062729123,10,47,0.02596653738552046,123,0
P012,P048,0.04453039614613602,11,47,0.04355347263664344,123,0
P013,P048,0.2061677315623379,12,47,0.18630341776294668,123,0
P014,P048,0.02282478451170685,13,47,0.022566269701354336,123,0
P015,P048,0.03250249485136698,14,47,0.031979965237813546,123,0
P016,P048,0.03274941390286469,15,47,0.03221895831944099,123,0
P017,P048,0.48237191784908895,16,47,0.38268257230509106,123,0
P018,P048,0.4716053531174943,17,47,0.37600027612292464,123,0
P019,P048,0.12174606041577493,18,47,0.11462682874674734,123,0
P020,P048,0.06434062903872823,19,47,0.06231445779927247,123,0
P021,P048,0.09797574170299331,20,47,0.09332910222092328,123,0
P022,P048,0.20575248453969777,21,47,0.18596546251724166,123,0
P023,P048,0.016571497240976483,22,47,0.01643494531103984,123,0
P024,P048,0.15287760014742013,23,47,0.1417652368087685,123,0
P025,P048,0.0115405593570017,24,47,0.011474222535104328,123,0
P026,P048,0.022325958025612037,25,47,0.022078578241683022,123,0
P027,P048,0.11608341605484397,26,47,0.10959905353460797,123,0
P028,P048,0.009268353415659318,27,47,0.009225534616837394,123,0
P029,P048,0.03742932881856497,28,47,0.03673750978637291,123,0
P030,P048,0.022575402372142023,29,47,0.022322484789871644,123,0
P031,P048,0.03841178945168389,30,47,0.03768341253017915,123,0
P032,P048,0.0001275458055072559,31,47,0.00012753767188677934,123,0
P033,P048,0.005977136448181157,32,47,0.0059593089050252734,123,0
P034,P048,0.021077802101197383,33,47,0.020857217759905122,123,0
P035,P048,0.11153009947514314,34,47,0.10553553191294252,123,0
P036,P048,0.041353393219945175,35,47,0.0405100072311112,123,0
P037,P048,0.04866976689279014,36,47,0.04750437664315732,123,0
P038,P048,0.08071144986879843,37,47,0.07754017104957278,123,0
P039,P048,0.012800668660971064,38,47,0.012719088566143122,123,0
P040,P048,0.052065841641146374,39,47,0.05073363647000806,123,0
P041,P048,0.023572557998683175,40,47,0.023296895524793193,123,0
P042,P048,0.0062306919132569865,41,47,0.006211321403836845,123,0
P043,P048,0.028791374075541522,42,47,0.028380851733649237,123,0
P044,P048,0.08329669970997484,43,47,0.07992188019275048,123,0
P045,P048,0.06074601157902907,44,47,0.058937771666028316,123,0
P046,P048,0.04257651219282157,45,47,0.0416828602299566,123,0
P047,P048,0.6071661078628884,46,47,0.45510714929709506,123,0
P048,P048,0.0,47,47,0.0,123,0
P049,P048,12.0,48,47,0.9999938557876467,123,0
P050,P048,0.49115227964680475,49,47,0.3880791161900138,123,0
P051,P048,0.011288346839041105,50,47,0.011224872516424789,123,0
P052,P048,0.014813546581658631,51,47,0.014704365783637319,123,0
P053,P048,0.2734928921695831,52,47,0.23928225661063685,123,0
P054,P048,0.019077506530944723,53,47,0.0188966826187712,123,0
P055,P048,0.04428636932843048,54,47,0.04332004555418978,123,0
P056,P048,0.13074011923238604,55,47,0.1225542239550439,123,0
P057,P048,0.1083303968078887,56,47,0.10266892787405923,123,0
P058,P048,0.2862198556716661,57,47,0.24890253524476225,123,0
P059,P048,0.21484832318235483,58,47,0.1933362169056705,123,0
P060,P048,0.12962027578457952,59,47,0.1215710716663535,123,0
P061,P048,0.019577955659394686,60,47,0.019387552081031934,123,0
P062,P048,0.10351156409084773,61,47,0.09833440426129725,123,0
P063,P048,0.06481893657231733,62,47,0.06276285261438708,123,0
P064,P048,0.015064871676923091,63,47,0.014951964187620903,123,0
P065,P048,0.1908983761337507,64,47,0.1737834527951141,123,0
P066,P048,0.09959352461808249,65,47,0.09479471306921128,123,0
P067,P048,0.0450182712069089,66,47,0.044019985235122405,123,0
P068,P048,0.033983095452235934,67,47,0.0334121557702195,123,0
P069,P048,0.012296815468420009,68,47,0.012221518586387536,123,0
P070,P048,0.052550055049334986,69,47,0.0511931727053897,123,0
P071,P048,0.06911344044096063,70,47,0.06677919090680728,123,0
P072,P048,0.018326362932202345,71,47,0.018159456295461562,123,0
P073,P048,0.1504663284095616,72,47,0.13969330258551216,123,0
P074,P048,0.013555972766767411,73,47,0.013464504348885575,123,0
P075,P048,0.0034380395383586592,74,47,0.00343213624761185,123,0
P076,P048,0.13252926440860505,75,47,0.12412269830009848,123,0
P077,P048,0.033489805453876066,76,47,0.03293523003244758,123,0
P078,P048,0.04306534120354666,77,47,0.04215119897124353,123,0
P079,P048,0.013555972766767411,78,47,0.013464504348885575,123,0
P080,P048,0.0031837749012074423,79,47,0.003178712064299538,123,0
P081,P048,0.15068577534673744,80,47,0.13988207354192994,123,0
P082,P048,0.016822380962611943,81,47,0.01668167482092786,123,0
P083,P048,0.24235068417137154,82,47,0.21521908095605358,123,0
P084,P048,0.09357137780126869,83,47,0.08932698673106199,123,0
P085,P048,0.03126698422977392,84,47,0.030783227063821084,123,0
P086,P048,0.013807614080919796,85,47,0.013712726204722303,123,0
P087,P048,0.025066429564828963,86,47,0.024754875232778195,123,0
P088,P048,0.016571497240976483,87,47,0.01643494531103984,123,0
P089,P048,0.41140756328140626,88,47,0.33728322247246545,123,0
P090,P048,0.05230797765306847,89,47,0.05096346021609943,123,0
P091,P048,0.14142728737445717,90,47,0.13188170354936135,123,0
P092,P048,0.011288346839041105,91,47,0.011224872516424789,123,0
P093,P048,0.05230797765306847,92,47,0.05096346021609943,123,0
P094,P048,0.14628766059440684,93,47,0.13609084518341708,123,0
P095,P048,0.035707696700217714,94,47,0.03507769776195202,123,0
P096,P048,0.12445278200647981,95,47,0.11702004707621982,123,0
P097,P048,0.014059192087651622,96,47,0.01396082318194869,123,0
P098,P048,0.0014021099223302928,97,47,0.0014011274254562833,123,0
P099,P048,0.052065841641146374,98,47,0.05073363647000806,123,0
P100,P048,0.019577955659394686,99,47,0.019387552081031934,123,0
P101,P048,0.0707785572371106,100,47,0.06833181953780254,123,0
P102,P048,0.008762716856909622,101,47,0.008724436149487924,123,0
P103,P048,0.09287417522765094,102,47,0.0886918417758662,123,0
P104,P048,0.7833546907316034,103,47,0.5431292225350591,123,0
P105,P048,0.042087444111425294,104,47,0.04121406327757127,123,0
P106,P048,0.04453039614613602,105,47,0.04355347263664344,123,0
P107,P048,0.05713842621598271,106,47,0.055536678166486886,123,0
P108,P048,0.009521075851718167,107,47,0.009475893916275346,123,0
P109,P048,0.06625248803456464,108,47,0.06410546771364412,123,0
P110,P048,0.0074975057786586365,109,47,0.0074694695931180055,123,0
